College Name,College Link,Stream,City,Ownership,Course,Duration,Facilities
"Aditya Pharmacy College, Beed",https://www.careers360.com/colleges/aditya-pharmacy-college-beed,Pharmacy,Satara,Private,M. Pharma Pharmaceutics,2 Years,"Boys Hostel, Girls Hostel"
"Aditya Pharmacy College, Beed",https://www.careers360.com/colleges/aditya-pharmacy-college-beed,Pharmacy,Satara,Private,M.Pharma Pharmaceutical Chemistry,2 Years,"Boys Hostel, Girls Hostel"
"Agnihotri College of Pharmacy, Wardha",https://www.careers360.com/colleges/agnihotri-college-of-pharmacy-wardha,Pharmacy,Satara,Private,D.Pharma,2 Years,"Boys Hostel, Girls Hostel"
"Agnihotri College of Pharmacy, Wardha",https://www.careers360.com/colleges/agnihotri-college-of-pharmacy-wardha,Pharmacy,Satara,Private,B.Pharma,4 Years,"Boys Hostel, Girls Hostel"
"Agnihotri College of Pharmacy, Wardha",https://www.careers360.com/colleges/agnihotri-college-of-pharmacy-wardha,Pharmacy,Satara,Private,M.Pharma Quality Assurance,2 Years,"Boys Hostel, Girls Hostel"
"Agnihotri College of Pharmacy, Wardha",https://www.careers360.com/colleges/agnihotri-college-of-pharmacy-wardha,Pharmacy,Satara,Private,M.Pharma Pharmaceutics,2 Years,"Boys Hostel, Girls Hostel"
"Agnihotri Institute of Pharmacy, Wardha",https://www.careers360.com/colleges/agnihotri-institute-of-pharmacy-wardha,Pharmacy,Satara,Private,B.Pharma,4 Years,"Boys Hostel, Girls Hostel"
"Agnihotri Institute of Pharmacy, Wardha",https://www.careers360.com/colleges/agnihotri-institute-of-pharmacy-wardha,Pharmacy,Satara,Private,D.Pharma,2 Years,"Boys Hostel, Girls Hostel"
"Agnihotri Institute of Pharmacy, Wardha",https://www.careers360.com/colleges/agnihotri-institute-of-pharmacy-wardha,Pharmacy,Satara,Private,M.Pharma in Quality Assurance,2 Years,"Boys Hostel, Girls Hostel"
"Agnihotri Institute of Pharmacy, Wardha",https://www.careers360.com/colleges/agnihotri-institute-of-pharmacy-wardha,Pharmacy,Satara,Private,M.Pharma in Pharmaceutics,2 Years,"Boys Hostel, Girls Hostel"
"Ahinsa Institute of Pharmacy, Dhule",https://www.careers360.com/colleges/ahinsa-institute-of-pharmacy-dhule,Pharmacy,Satara,Private,B.Pharma,4 Years,N/A
"Ahinsa Institute of Pharmacy, Dhule",https://www.careers360.com/colleges/ahinsa-institute-of-pharmacy-dhule,Pharmacy,Satara,Private,D.Pharma,2 Years,N/A
"AIKTC School of Pharmacy, Navi Mumbai",https://www.careers360.com/colleges/aiktc-school-of-pharmacy-navi-mumbai,Pharmacy,Satara,Private,B.Pharma,4 Years,N/A
"AIKTC School of Pharmacy, Navi Mumbai",https://www.careers360.com/colleges/aiktc-school-of-pharmacy-navi-mumbai,Pharmacy,Satara,Private,D.Pharma,2 Years,N/A
"AISSMS Pune - AISSMS College of Pharmacy, Pune",https://www.careers360.com/colleges/aissms-college-of-pharmacy-pune,Pharmacy,Satara,Private,B.Pharma,4 Years,"Boys Hostel, Girls Hostel"
"AISSMS Pune - AISSMS College of Pharmacy, Pune",https://www.careers360.com/colleges/aissms-college-of-pharmacy-pune,Pharmacy,Satara,Private,M.Pharma Pharmacology,2 Years,"Boys Hostel, Girls Hostel"
"AISSMS Pune - AISSMS College of Pharmacy, Pune",https://www.careers360.com/colleges/aissms-college-of-pharmacy-pune,Pharmacy,Satara,Private,M.Pharma Pharmaceutical Chemistry,2 Years,"Boys Hostel, Girls Hostel"
"AISSMS Pune - AISSMS College of Pharmacy, Pune",https://www.careers360.com/colleges/aissms-college-of-pharmacy-pune,Pharmacy,Satara,Private,M.Pharma Quality Assurance Techniques,2 Years,"Boys Hostel, Girls Hostel"
"AISSMS Pune - AISSMS College of Pharmacy, Pune",https://www.careers360.com/colleges/aissms-college-of-pharmacy-pune,Pharmacy,Satara,Private,M.Pharma Pharmaceutics,2 Years,"Boys Hostel, Girls Hostel"
"AISSMS Pune - AISSMS College of Pharmacy, Pune",https://www.careers360.com/colleges/aissms-college-of-pharmacy-pune,Pharmacy,Satara,Private,Ph.D Pharmaceutics,6 Years,"Boys Hostel, Girls Hostel"
"AISSMS Pune - AISSMS College of Pharmacy, Pune",https://www.careers360.com/colleges/aissms-college-of-pharmacy-pune,Pharmacy,Satara,Private,Ph.D Pharmaceutical Chemistry,6 Years,"Boys Hostel, Girls Hostel"
"AIT'S Institute of Pharmacy, Malegaon",https://www.careers360.com/colleges/aits-institute-of-pharmacy-malegaon,Pharmacy,Satara,Government,D.Pharma,2 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Computer Application,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Computer Science Engineering,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Business Management,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Public Health,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Electronics and Communication Engineering,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Civil Engineering,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Hospital Administration,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Pharmacy Chemistry,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Robotics Automation Engineering,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Microbiology,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Electronics Engineering Semiconductor,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Mechanical Smart Manufacturing,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Pharmaceutics,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Electrical Engineering Electrical Vehicle,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Cyber Security and Forensics,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Artificial Intelligence and Data Science,3 Years,N/A
"Alard School of Interdisciplinary Research, Pune",https://www.careers360.com/colleges/alard-school-of-interdisciplinary-research-pune,Pharmacy,Satara,Private,Ph.D Artificial Intelligence and Machine Learning,3 Years,N/A
"Ismailsaheb Mulla Law College, Satara",https://www.careers360.com/colleges/ismailsaheb-mulla-law-college-satara,Law,Satara,Private,LLB,3 Years,"Boys Hostel, Girls Hostel"
"Ismailsaheb Mulla Law College, Satara",https://www.careers360.com/colleges/ismailsaheb-mulla-law-college-satara,Law,Satara,Private,Diploma in Taxation Law,1 Year,"Boys Hostel, Girls Hostel"
"Ismailsaheb Mulla Law College, Satara",https://www.careers360.com/colleges/ismailsaheb-mulla-law-college-satara,Law,Satara,Private,BSL LLB,5 Years,"Boys Hostel, Girls Hostel"
"Ismailsaheb Mulla Law College, Satara",https://www.careers360.com/colleges/ismailsaheb-mulla-law-college-satara,Law,Satara,Private,Diploma in Labour Law,1 Year,"Boys Hostel, Girls Hostel"
"Ismailsaheb Mulla Law College, Satara",https://www.careers360.com/colleges/ismailsaheb-mulla-law-college-satara,Law,Satara,Private,LLB Integrated,5 Years,"Boys Hostel, Girls Hostel"
"Ismailsaheb Mulla Law College, Satara",https://www.careers360.com/colleges/ismailsaheb-mulla-law-college-satara,Law,Satara,Private,Diploma in E Banking,1 Year,"Boys Hostel, Girls Hostel"
"Ismailsaheb Mulla Law College, Satara",https://www.careers360.com/colleges/ismailsaheb-mulla-law-college-satara,Law,Satara,Private,BA LLB,5 Years,"Boys Hostel, Girls Hostel"
"Ismailsaheb Mulla Law College, Satara",https://www.careers360.com/colleges/ismailsaheb-mulla-law-college-satara,Law,Satara,Private,LLM,2 Years,"Boys Hostel, Girls Hostel"
"Ismailsaheb Mulla Law College, Satara",https://www.careers360.com/colleges/ismailsaheb-mulla-law-college-satara,Law,Satara,Private,Diploma in Cyber Law,1 Year,"Boys Hostel, Girls Hostel"
"Abhinav Education Society College of Law, Pune",https://www.careers360.com/colleges/abhinav-education-society-college-of-law-pune,Law,Satara,Private,LLB,3 Years,N/A
"Abhinav Education Society College of Law, Pune",https://www.careers360.com/colleges/abhinav-education-society-college-of-law-pune,Law,Satara,Private,BA LLB,5 Years,N/A
"Abhinav Education Society College of Law, Pune",https://www.careers360.com/colleges/abhinav-education-society-college-of-law-pune,Law,Satara,Private,Diploma in Taxation Law,1 Year,N/A
"Adsul Law College, Ahmednagar",https://www.careers360.com/colleges/adsul-law-college-ahmednagar,Law,Satara,Private,LLB,3 Years,"Boys Hostel, Girls Hostel"
"Adv Balasahab Apte College of Law, Mumbai",https://www.careers360.com/colleges/adv-balasahab-apte-college-of-law-mumbai,Law,Satara,Private,BA LLB,5 Years,N/A
"Adv Balasahab Apte College of Law, Mumbai",https://www.careers360.com/colleges/adv-balasahab-apte-college-of-law-mumbai,Law,Satara,Private,LLB,3 Years,N/A
"Adv Balasahab Apte College of Law, Mumbai",https://www.careers360.com/colleges/adv-balasahab-apte-college-of-law-mumbai,Law,Satara,Private,BLS LLB,5 Years,N/A
"Adv Balasaheb Apte College of Law, Mumbai",https://www.careers360.com/colleges/adv-balasaheb-apte-college-of-law-mumbai,Law,Satara,Private,BLS LLB,5 Years,N/A
"Adv Balasaheb Apte College of Law, Mumbai",https://www.careers360.com/colleges/adv-balasaheb-apte-college-of-law-mumbai,Law,Satara,Private,LLB,3 Years,N/A
"Adv Balasaheb Apte College of Law, Mumbai",https://www.careers360.com/colleges/adv-balasaheb-apte-college-of-law-mumbai,Law,Satara,Private,BA LLB,5 Years,N/A
"Adv BD Hambarde Mahavidyalaya, Ashti",https://www.careers360.com/colleges/adv-bd-hambarde-mahavidyalaya-ashti,Law,Satara,N/A,B.Sc,3 Years,Girls Hostel
"Adv BD Hambarde Mahavidyalaya, Ashti",https://www.careers360.com/colleges/adv-bd-hambarde-mahavidyalaya-ashti,Law,Satara,N/A,B.Voc,3 Years,Girls Hostel
"Adv BD Hambarde Mahavidyalaya, Ashti",https://www.careers360.com/colleges/adv-bd-hambarde-mahavidyalaya-ashti,Law,Satara,N/A,M.Sc Computer Science,2 Years,Girls Hostel
"Adv BD Hambarde Mahavidyalaya, Ashti",https://www.careers360.com/colleges/adv-bd-hambarde-mahavidyalaya-ashti,Law,Satara,N/A,LLB,3 Years,Girls Hostel
"Advocate Ramkrishnaji Rathi Law College, Washim",https://www.careers360.com/colleges/advocate-ramkrishnaji-rathi-law-college-washim,Law,Satara,Private,LLB,3 Years,N/A
"Advocate Ramkrishnaji Rathi Law College, Washim",https://www.careers360.com/colleges/advocate-ramkrishnaji-rathi-law-college-washim,Law,Satara,Private,LLM Criminal Law,2 Years,N/A
"Advocate Ramkrishnaji Rathi Law College, Washim",https://www.careers360.com/colleges/advocate-ramkrishnaji-rathi-law-college-washim,Law,Satara,Private,LLM Business Law,2 Years,N/A
"Adv PC Patil Law College, Navi Mumbai",https://www.careers360.com/colleges/adv-pc-patil-law-college-navi-mumbai,Law,Satara,Private,BA LLB,5 Years,N/A
"Adv PC Patil Law College, Navi Mumbai",https://www.careers360.com/colleges/adv-pc-patil-law-college-navi-mumbai,Law,Satara,Private,LLB,3 Years,N/A
"Agnel School of Law, Navi Mumbai",https://www.careers360.com/colleges/agnel-school-of-law-navi-mumbai,Law,Satara,Private,LLB,3 Years,"Boys Hostel, Girls Hostel"
"Agnel School of Law, Navi Mumbai",https://www.careers360.com/colleges/agnel-school-of-law-navi-mumbai,Law,Satara,Private,BA LLB,5 Years,"Boys Hostel, Girls Hostel"
"Agnel School of Law, Navi Mumbai",https://www.careers360.com/colleges/agnel-school-of-law-navi-mumbai,Law,Satara,Private,BLS LLB Integrated,5 Years,"Boys Hostel, Girls Hostel"
"Agnihotri College of Law, Wardha",https://www.careers360.com/colleges/agnihotri-college-of-law-wardha,Law,Satara,Private,L.L.B,3 Years,N/A
"Agnihotri College of Law, Wardha",https://www.careers360.com/colleges/agnihotri-college-of-law-wardha,Law,Satara,Private,BA LLB,5 Years,N/A
"New Law College Ahmednagar - Ahmednagar Jilha Maratha Vidya Prasarak Samajs New Law College, Ahmednagar",https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samajs-new-law-college-ahmednagar,Law,Satara,Private,LLB,3 Years,"Boys Hostel, Girls Hostel"
"New Law College Ahmednagar - Ahmednagar Jilha Maratha Vidya Prasarak Samajs New Law College, Ahmednagar",https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samajs-new-law-college-ahmednagar,Law,Satara,Private,BA LLB,5 Years,"Boys Hostel, Girls Hostel"
"New Law College Ahmednagar - Ahmednagar Jilha Maratha Vidya Prasarak Samajs New Law College, Ahmednagar",https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samajs-new-law-college-ahmednagar,Law,Satara,Private,Diploma in Taxation Law,1 Year,"Boys Hostel, Girls Hostel"
"New Law College Ahmednagar - Ahmednagar Jilha Maratha Vidya Prasarak Samajs New Law College, Ahmednagar",https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samajs-new-law-college-ahmednagar,Law,Satara,Private,Diploma in Alternative Dispute Resolution System,1 Year,"Boys Hostel, Girls Hostel"
