College Name,College Link,Stream,City,Ownership,Course,Duration,Facilities
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,MA Animation,2 Years,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,BA Animation,3 Years,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,B.Sc Animation Graphics,3 Years,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,Diploma in VFX,3 Years,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,PG Diploma in Graphics Designing,1 Year,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,Diploma in Advance Media Graphics Animation,3 Years,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,Diploma in Interior Design,2 Years,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,PG Diploma in Web Design and Digital Marketing,1 Year,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,Diploma in VFX,1 Year,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,Diploma in Game Design Part Time,1 Year,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,Diploma in VFX Part Time,1 Year,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,B.Sc Media Graphics and Animation,3 Years,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,Diploma in Game Design,1 Year,N/A
"YCMOU Nashik - Yashwantrao Chavan Maharashtra Open University, Nashik",https://www.careers360.com/university/yashwantrao-chavan-maharashtra-open-university-nashik,Design,Nagpur,Government,Diploma in Web and Graphics Designing,1 Year,N/A
"Zee Institute of Creative Arts, Nashik",https://www.careers360.com/colleges/zee-institute-of-creative-arts-nashik,Design,Nagpur,Private,PDP in 3D Animation Visual Effects,3 Years,N/A
"Zee Institute of Creative Arts, Nashik",https://www.careers360.com/colleges/zee-institute-of-creative-arts-nashik,Design,Nagpur,Private,Professional Program in Advance Game Art and Design,1 Year,N/A
"Zee Institute of Creative Arts, Nashik",https://www.careers360.com/colleges/zee-institute-of-creative-arts-nashik,Design,Nagpur,Private,Professional Program in Graphic Design,1 Year,N/A
"Zee Institute of Creative Arts, Nashik",https://www.careers360.com/colleges/zee-institute-of-creative-arts-nashik,Design,Nagpur,Private,Professional Program in Visual Effects,1 Year,N/A
"Zee Institute of Creative Arts, Nashik",https://www.careers360.com/colleges/zee-institute-of-creative-arts-nashik,Design,Nagpur,Private,PDP in Film Making Visual Effects,2 Years,N/A
"Zee Institute of Creative Arts, Nashik",https://www.careers360.com/colleges/zee-institute-of-creative-arts-nashik,Design,Nagpur,Private,Professional Program in 2D Animation,1 Year,N/A
"Zee Institute of Creative Arts, Nashik",https://www.careers360.com/colleges/zee-institute-of-creative-arts-nashik,Design,Nagpur,Private,Professional Program in 3D Animation,1 Year,N/A
